time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-01-01T01:09:02.850Z,19.0408,-67.6525,36,2.7,md,5,335,0.7885,0.46,pr,pr2020001051,2020-01-03T10:13:42.591Z,"84km NW of San Antonio, Puerto Rico",earthquake,5.2,29.45,0.19,5,reviewed,pr,pr
2020-01-01T01:08:54.587Z,32.2723,138.3558,317.48,4.4,mb,,95,1.489,0.89,us,us70006t17,2020-01-01T01:26:16.040Z,"162km WSW of Hachijo-jima, Japan",earthquake,9.2,7,0.057,89,reviewed,us,us
2020-01-01T01:06:34.010Z,17.9065,-66.9068,4,1.9,md,4,275,0.0739,0.18,pr,pr2020001049,2020-01-03T10:13:20.655Z,"7km S of Guanica, Puerto Rico",earthquake,1.34,0.79,0.32,4,reviewed,pr,pr
2020-01-01T01:03:43.070Z,17.9198,-66.8985,8,2.06,md,7,224,0.0586,0.22,pr,pr2020001048,2020-01-03T10:13:03.223Z,"5km S of Guanica, Puerto Rico",earthquake,0.82,1.01,0.16,7,reviewed,pr,pr
2020-01-01T01:01:30.970Z,17.8871,-66.9368,7,1.46,md,3,332,0.1353,0.07,pr,pr2020001046,2020-01-03T10:11:42.287Z,"9km SSW of Guanica, Puerto Rico",earthquake,1.13,0.4,0.31,3,reviewed,pr,pr
2020-01-01T01:00:32.490Z,18.6933,-66.2668,29,2.64,md,3,349,0.9688,0.21,pr,pr2020001045,2020-01-03T10:11:15.975Z,"25km N of Dorado, Puerto Rico",earthquake,6.12,18.71,0.12,3,reviewed,pr,pr
2020-01-01T00:57:01.290Z,19.1285,-67.2105,8,2.67,md,3,357,0.9608,0.44,pr,pr2020001039,2020-01-03T10:10:51.431Z,"71km N of San Antonio, Puerto Rico",earthquake,27.59,30.86,0.13,3,reviewed,pr,pr
2020-01-01T00:56:57.980Z,33.9143333,-117.270668,25.08,1.38,ml,17,112,0.08781,0.32,ci,ci39019247,2020-01-01T01:00:41.542Z,"3km NNW of March Air Reserve Base, CA",earthquake,1.09,1.55,0.111,8,automatic,ci,ci
2020-01-01T00:45:40.088Z,39.0144,-118.0857,10.6,1,ml,5,190.38,0.297,0.105,nn,nn00714380,2020-01-02T02:07:38.389Z,"21km NW of Gabbs, Nevada",earthquake,,19.1,0.53,4,reviewed,nn,nn
2020-01-01T00:44:45.880Z,17.947,-66.9018,4,2.27,md,6,209,0.0361,0.28,pr,pr2020001035,2020-01-03T00:55:24.588Z,"2km SSE of Guanica, Puerto Rico",earthquake,1.16,0.83,0.33,6,reviewed,pr,pr
2020-01-01T00:38:00.890Z,17.8698,-66.8311,7,2.8,md,14,228,0.1158,0.23,pr,pr2020001000,2020-01-01T02:58:53.040Z,"11km S of Indios, Puerto Rico",earthquake,0.89,0.55,0.37,14,reviewed,pr,pr
2020-01-01T00:34:58.180Z,17.909,-66.8786,4,1.91,md,8,229,0.0661,0.17,pr,pr2020001034,2020-01-03T00:55:12.364Z,"7km SSE of Guanica, Puerto Rico",earthquake,0.9,0.54,0.29,7,reviewed,pr,pr
2020-01-01T00:33:28.440Z,17.8433,-66.868,6,1.7,md,4,310,0.1323,0.3,pr,pr2020001032,2020-01-03T00:54:58.236Z,"14km SSE of Guanica, Puerto Rico",earthquake,2.69,1.17,0.22,4,reviewed,pr,pr
2020-01-01T00:32:02.370Z,17.906,-66.8891,4,1.78,md,5,231,0.0698,0.1,pr,pr2020001031,2020-01-03T00:54:46.188Z,"7km SSE of Guanica, Puerto Rico",earthquake,0.67,0.4,0.29,5,reviewed,pr,pr
2020-01-01T00:30:09.070Z,17.9038,-66.5831,11,2.25,md,9,208,0.1409,0.26,pr,pr2020001030,2020-01-03T00:54:33.613Z,"12km SSE of Ponce, Puerto Rico",earthquake,1.11,0.82,0.26,8,reviewed,pr,pr
2020-01-01T00:28:22.402Z,-5.4233,152.5337,61.93,5,mb,,80,6.152,0.65,us,us70006t13,2020-01-01T00:50:00.040Z,"119km SSW of Taron, Papua New Guinea",earthquake,9.8,7.8,0.059,91,reviewed,us,us
2020-01-01T00:28:19.480Z,17.9121,-66.8848,5,1.48,md,3,287,0.0632,0.13,pr,pr2020001029,2020-01-03T00:28:02.838Z,"7km SSE of Guanica, Puerto Rico",earthquake,1.16,0.59,0.53,3,reviewed,pr,pr
2020-01-01T00:27:51.079Z,37.5616,-115.808,12.2,0.6,ml,6,173.53,0.096,0.0768,nn,nn00714570,2020-01-03T23:41:36.544Z,"60km WNW of Alamo, Nevada",earthquake,,13.9,0,1,reviewed,nn,nn
2020-01-01T00:25:06.670Z,17.906,-66.8375,12,1.92,md,6,230,0.0807,0.21,pr,pr2020001028,2020-01-03T00:27:48.918Z,"9km S of Indios, Puerto Rico",earthquake,1.4,1.36,0.09,6,reviewed,pr,pr
2020-01-01T00:22:04.400Z,35.7808333,-117.6033333,6.72,1.43,ml,26,60,0.03515,0.14,ci,ci39019199,2020-01-01T18:41:45.040Z,"18km W of Searles Valley, CA",earthquake,0.21,0.52,0.192,24,reviewed,ci,ci
2020-01-01T00:20:01.780Z,17.9241,-66.8063,7,1.77,md,3,335,0.089,0.12,pr,pr2020001027,2020-01-03T00:27:29.798Z,"7km S of Indios, Puerto Rico",earthquake,7.74,2.27,0.37,3,reviewed,pr,pr
2020-01-01T00:18:15.070Z,17.9351,-66.8971,4,1.99,md,5,261,0.0438,0.28,pr,pr2020001026,2020-01-03T00:27:16.598Z,"4km SSE of Guanica, Puerto Rico",earthquake,1.53,1.02,0.27,5,reviewed,pr,pr
2020-01-01T00:15:30.390Z,17.9508,-66.8518,4,2.03,md,4,263,0.1933,0.19,pr,pr2020001037,2020-01-03T01:32:37.338Z,"5km SW of Indios, Puerto Rico",earthquake,1.24,3.22,0.4,2,reviewed,pr,pr
2020-01-01T00:14:16.820Z,38.8328323,-122.7969971,1.7,0.56,md,9,80,0.007616,0.01,nc,nc73322001,2020-01-01T00:28:03.453Z,"6km W of Cobb, CA",earthquake,0.39,1.12,,1,automatic,nc,nc
2020-01-01T00:13:13.600Z,33.6891667,-116.7898333,14.8,0.9,ml,24,152,0.06679,0.08,ci,ci39019191,2020-01-01T18:40:57.314Z,"9km SW of Idyllwild, CA",earthquake,0.23,0.29,0.201,21,reviewed,ci,ci
2020-01-01T00:12:32.240Z,17.8876,-66.8311,3,2.02,md,5,283,0.0998,0.07,pr,pr2020001036,2020-01-03T01:32:22.130Z,"11km S of Indios, Puerto Rico",earthquake,1.01,0.45,0.32,4,reviewed,pr,pr
2020-01-01T00:11:06.520Z,33.0233333,-116.414,9.84,1.22,ml,44,71,0.05149,0.21,ci,ci39019183,2020-01-01T18:41:52.030Z,"19km ESE of Julian, CA",earthquake,0.27,0.77,0.159,27,reviewed,ci,ci
2020-01-01T00:10:43.850Z,19.1933,-67.8365,28,3.08,md,8,324,0.8843,0.41,pr,pr2020001033,2020-01-03T01:32:04.194Z,"90km NE of Punta Cana, Dominican Republic",earthquake,3.45,30.83,0.2,6,reviewed,pr,pr
2020-01-01T00:09:20.060Z,17.9066,-66.8685,8,1.64,md,3,299,0.0693,0.05,pr,pr2020001025,2020-01-02T21:32:22.330Z,"8km SSE of Guanica, Puerto Rico",earthquake,4.7,6.75,0.3,2,reviewed,pr,pr
2020-01-01T00:05:36.930Z,17.8993,-66.8636,8,1.84,md,5,304,0.0774,0.03,pr,pr2020001024,2020-01-02T19:59:52.304Z,"9km SSE of Guanica, Puerto Rico",earthquake,1.09,1.38,0.37,3,reviewed,pr,pr
2020-01-01T00:05:09.440Z,17.8705,-66.8541,6,1.81,md,4,311,0.1076,0.06,pr,pr2020001023,2020-01-02T19:58:20.120Z,"12km SSE of Guanica, Puerto Rico",earthquake,0.88,0.47,0.19,3,reviewed,pr,pr
2020-01-01T00:03:38.210Z,19.0766,-67.0901,6,2.55,md,2,357,0.6095,0.16,pr,pr2020001022,2020-01-02T18:59:21.484Z,"64km N of Isabela, Puerto Rico",earthquake,13.28,3.3,0.41,2,reviewed,pr,pr
2020-01-01T00:01:56.590Z,19.2175,-67.1275,12,2.75,md,3,358,0.7502,0.45,pr,pr2020001021,2020-01-02T18:15:04.335Z,"80km N of Isabela, Puerto Rico",earthquake,32.93,31.47,0.36,2,reviewed,pr,pr
2019-12-31T23:59:40.580Z,17.8571,-66.9298,4,1.9,md,4,293,0.1603,0.14,pr,pr2019365203,2020-01-03T01:31:23.482Z,"12km S of Guanica, Puerto Rico",earthquake,2.86,2.46,0.29,2,reviewed,pr,pr
2019-12-31T23:54:01.780Z,17.9241,-66.8786,6,2.19,md,6,221,0.051,0.07,pr,pr2019365202,2020-01-02T20:29:47.798Z,"6km SSE of Guanica, Puerto Rico",earthquake,0.74,0.36,0.3,6,reviewed,pr,pr
2019-12-31T23:53:33.540Z,17.9996,-66.9188,2,1.51,md,3,209,0.0466,0.15,pr,pr2019365201,2020-01-02T20:30:07.142Z,"1km NNW of Fuig, Puerto Rico",earthquake,1.71,10.84,0.29,2,reviewed,pr,pr
2019-12-31T23:53:22.315Z,45.0674,-74.7222,17.39,1.5,ml,,105,0.397,0.1,us,us70006ulk,2020-01-06T03:58:32.040Z,"5km N of Cornwall, Canada",earthquake,2.3,7.1,0.128,8,reviewed,us,us
2019-12-31T23:48:57.830Z,17.932,-66.8423,8,1.73,md,3,271,0.2054,0.08,pr,pr2019365199,2020-01-02T20:29:29.702Z,"7km SSW of Indios, Puerto Rico",earthquake,1.39,10.19,0.3,2,reviewed,pr,pr
2019-12-31T23:47:12.830Z,17.8796,-66.8341,6,2.05,md,10,242,0.1056,0.1,pr,pr2019365197,2020-01-02T20:29:12.206Z,"12km SE of Guanica, Puerto Rico",earthquake,1.04,0.51,0.46,6,reviewed,pr,pr
2019-12-31T23:38:39.000Z,17.9035,-66.8238,12,2.45,md,6,232,0.0905,0.23,pr,pr2019365194,2020-01-02T20:29:53.922Z,"10km S of Indios, Puerto Rico",earthquake,1.62,1.06,0.36,6,reviewed,pr,pr
2019-12-31T23:37:16.048Z,60.661,-151.9523,77.8,1.6,ml,,,,0.34,ak,ak019gs12h95,2019-12-31T23:48:57.871Z,"36km W of Nikiski, Alaska",earthquake,,0.8,,,automatic,ak,ak
2019-12-31T23:37:09.680Z,17.8886,-66.8391,8,1.52,md,3,332,0.2205,0.1,pr,pr2019365193,2020-01-02T20:34:35.698Z,"11km SE of Guanica, Puerto Rico",earthquake,1.27,11.5,0.39,3,reviewed,pr,pr
2019-12-31T23:35:42.170Z,38.8328323,-122.8063354,2.29,2.06,md,34,48,0.009866,0.04,nc,nc73321996,2020-01-01T02:11:03.105Z,"7km W of Cobb, CA",earthquake,0.17,0.32,0.17,12,automatic,nc,nc
2019-12-31T23:29:30.950Z,17.957,-66.854,6,1.69,md,3,261,0.1906,0.2,pr,pr2019365191,2020-01-02T20:28:25.422Z,"4km ESE of Maria Antonia, Puerto Rico",earthquake,2.36,1.06,0.2,3,reviewed,pr,pr
2019-12-31T23:28:38.450Z,33.0181667,-116.0001667,1.14,1.45,ml,37,41,0.1336,0.29,ci,ci39019159,2020-01-01T18:41:56.850Z,"18km SE of Ocotillo Wells, CA",earthquake,0.37,0.92,0.173,27,reviewed,ci,ci
2019-12-31T23:27:32.830Z,17.888,-66.8435,11,1.58,md,7,239,0.0941,0.14,pr,pr2019365178,2020-01-02T17:35:59.729Z,"11km SE of Guanica, Puerto Rico",earthquake,1.01,0.8,0.22,7,reviewed,pr,pr
2019-12-31T23:25:49.510Z,17.9175,-66.84,12,1.96,md,7,225,0.0697,0.15,pr,pr2019365174,2020-01-02T17:34:32.386Z,"8km SSW of Indios, Puerto Rico",earthquake,0.98,0.83,0.34,6,reviewed,pr,pr
2019-12-31T23:24:42.990Z,17.8965,-66.8375,6,2.46,md,14,220,0.089,0.28,pr,pr2019365046,2020-01-01T07:27:12.582Z,"10km S of Indios, Puerto Rico",earthquake,0.85,0.55,0.4,12,reviewed,pr,pr
2019-12-31T23:22:31.160Z,17.9026,-66.8705,7,1.8,md,4,278,0.073,0.27,pr,pr2019365184,2020-01-02T17:58:32.152Z,"8km SSE of Guanica, Puerto Rico",earthquake,2.14,0.66,0.23,4,reviewed,pr,pr
2019-12-31T23:19:36.980Z,17.779,-66.7145,23,1.48,md,4,340,0.2561,0.3,pr,pr2019365182,2020-01-02T17:58:09.960Z,"23km S of Tallaboa, Puerto Rico",earthquake,4.74,8.2,0.46,4,reviewed,pr,pr
2019-12-31T23:19:18.560Z,17.9805,-66.8506,11,1.5,md,3,343,0.0291,0.27,pr,pr2019365181,2020-01-02T17:57:43.272Z,"3km WSW of Indios, Puerto Rico",earthquake,8.37,1.58,0.17,3,reviewed,pr,pr
2019-12-31T23:18:53.040Z,17.9235,-66.8265,7,1.88,md,5,274,0.0738,0.2,pr,pr2019365179,2020-01-02T17:57:20.744Z,"7km S of Indios, Puerto Rico",earthquake,1.33,0.55,0.21,4,reviewed,pr,pr
2019-12-31T23:18:31.730Z,35.7251667,-117.5576667,5.81,0.73,ml,13,130,0.09601,0.22,ci,ci39019151,2020-01-01T18:41:30.008Z,"15km WSW of Searles Valley, CA",earthquake,0.55,1.81,0.042,7,reviewed,ci,ci
2019-12-31T23:17:13.320Z,17.9001,-66.8321,8,2.83,md,13,218,0.0886,0.12,pr,pr2019365048,2020-01-01T02:51:22.132Z,"10km S of Indios, Puerto Rico",earthquake,0.65,0.89,0.28,11,reviewed,pr,pr
2019-12-31T23:15:32.350Z,17.9223,-66.8275,9,1.7,md,5,274,0.0739,0.15,pr,pr2019365177,2020-01-02T14:53:05.252Z,"7km S of Indios, Puerto Rico",earthquake,1.44,1.03,0.31,4,reviewed,pr,pr
2019-12-31T23:15:07.100Z,62.0721,-151.3949,77.5,1.4,ml,,,,0.31,ak,ak019gs0xvmc,2020-01-01T04:06:18.973Z,"72km WSW of Talkeetna, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2019-12-31T23:15:03.050Z,17.9831,-66.8356,4,1.62,md,4,255,0.2091,0.32,pr,pr2019365176,2020-01-02T14:52:48.964Z,"2km SW of Indios, Puerto Rico",earthquake,1.81,4.24,0.01,4,reviewed,pr,pr
2019-12-31T23:14:33.310Z,17.8985,-66.8241,5,1.73,md,7,234,0.0944,0.12,pr,pr2019365175,2020-01-02T14:52:33.300Z,"10km S of Indios, Puerto Rico",earthquake,0.75,0.46,0.22,7,reviewed,pr,pr
2019-12-31T23:13:37.760Z,17.9196,-66.8848,6,1.63,md,3,284,0.0558,0.17,pr,pr2019365173,2020-01-02T14:52:16.532Z,"6km SSE of Guanica, Puerto Rico",earthquake,2.04,0.66,0.15,2,reviewed,pr,pr
2019-12-31T23:12:55.800Z,17.9281,-66.8443,10,1.85,md,6,220,0.2041,0.36,pr,pr2019365172,2020-01-02T14:51:57.804Z,"7km SSW of Indios, Puerto Rico",earthquake,1.66,2.7,0.19,6,reviewed,pr,pr
2019-12-31T23:12:16.690Z,17.8905,-66.7865,4,1.85,md,5,240,0.1255,0.25,pr,pr2019365171,2020-01-02T14:51:31.661Z,"11km SSE of Indios, Puerto Rico",earthquake,1.39,0.91,0.2,4,reviewed,pr,pr
2019-12-31T23:11:32.350Z,17.9398,-66.8471,8,1.89,md,6,214,0.0477,0.2,pr,pr2019365170,2020-01-02T14:03:26.760Z,"6km SSW of Indios, Puerto Rico",earthquake,1.17,0.92,0.33,5,reviewed,pr,pr
2019-12-31T23:11:15.910Z,17.9188,-66.8331,7,1.51,md,5,275,0.0728,0.31,pr,pr2019365169,2020-01-02T14:03:13.231Z,"8km S of Indios, Puerto Rico",earthquake,1.92,0.84,0.12,3,reviewed,pr,pr
2019-12-31T23:09:45.058Z,9.9745,-84.457,56.44,3.9,ml,,136,0.341,0.51,us,us70006t0z,2020-01-03T16:14:34.083Z,"5km SSW of Santiago, Costa Rica",earthquake,5.6,3.8,0.074,24,reviewed,us,us
2019-12-31T23:08:21.110Z,37.5518333,-118.8405,1.82,0.58,md,16,225,0.03919,0.05,nc,nc73321986,2020-01-02T19:55:04.010Z,"14km W of Toms Place, CA",earthquake,0.92,1.07,0.184,13,reviewed,nc,nc
2019-12-31T23:07:42.730Z,17.9226,-66.8408,5,4.2,ml,17,208,0.065,0.3,pr,pr2019365044,2020-01-02T22:02:52.198Z,"7km SE of Indios, Puerto Rico",earthquake,0.93,0.61,0.33,11,reviewed,pr,pr
2019-12-31T23:05:39.850Z,35.755,-117.5586667,6.74,0.94,ml,14,68,0.06834,0.15,ci,ci39019143,2020-01-01T18:41:32.115Z,"14km W of Searles Valley, CA",earthquake,0.35,0.94,0.166,12,reviewed,ci,ci
2019-12-31T23:04:12.460Z,17.9131,-66.8751,5,2.67,md,14,217,0.0621,0.14,pr,pr2019365045,2020-01-01T00:16:22.534Z,"7km SSE of Guanica, Puerto Rico",earthquake,0.55,0.34,0.46,14,reviewed,pr,pr
2019-12-31T22:56:30.677Z,61.2982,-140.0609,0,1.9,ml,,,,1.04,ak,ak019gs0la09,2019-12-31T23:01:06.970Z,"150km WNW of Haines Junction, Canada",earthquake,,0.3,,,automatic,ak,ak
2019-12-31T22:53:54.810Z,17.8971,-66.8765,10,2.22,md,7,235,0.078,0.39,pr,pr2019365166,2020-01-02T13:16:30.835Z,"8km SSE of Guanica, Puerto Rico",earthquake,1.98,1.82,0.26,6,reviewed,pr,pr
2019-12-31T22:52:18.080Z,33.589,-116.8053333,5.51,0.23,ml,25,71,0.03473,0.11,ci,ci39019135,2020-01-02T21:36:27.578Z,"13km WNW of Anza, CA",earthquake,0.18,0.4,0.119,3,reviewed,ci,ci
2019-12-31T22:49:23.132Z,63.4866,-148.5807,0,1,ml,,,,0.82,ak,ak019gs0jrez,2019-12-31T22:54:14.767Z,"21km ENE of Cantwell, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-12-31T22:47:36.780Z,35.638,-117.4598333,6.88,1.47,ml,23,53,0.04672,0.18,ci,ci39019127,2020-01-01T18:42:04.680Z,"15km SSW of Searles Valley, CA",earthquake,0.3,0.62,0.177,21,reviewed,ci,ci
2019-12-31T22:40:03.070Z,17.8996,-66.8875,4,2.28,md,6,234,0.076,0.05,pr,pr2019365165,2020-01-02T13:16:14.570Z,"8km SSE of Guanica, Puerto Rico",earthquake,0.81,0.38,0.37,5,reviewed,pr,pr
2019-12-31T22:33:51.517Z,59.5761,-138.4633,0,2,ml,,,,0.96,ak,ak019gs0ge2i,2019-12-31T22:36:50.747Z,"71km E of Yakutat, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-12-31T22:31:41.600Z,17.938,-66.9211,4,1.59,md,4,239,0.056,0.2,pr,pr2019365164,2020-01-02T13:15:57.523Z,"3km SSW of Guanica, Puerto Rico",earthquake,1.2,3.05,0.61,3,reviewed,pr,pr
2019-12-31T22:30:44.890Z,38.8208351,-122.8438339,2.02,0.81,md,19,53,0.007244,0.02,nc,nc73321966,2019-12-31T23:04:03.833Z,"9km WNW of The Geysers, CA",earthquake,0.23,0.46,0.08,3,automatic,nc,nc
2019-12-31T22:27:56.671Z,63.1559,-151.2741,6.8,1.1,ml,,,,0.8,ak,ak019gs0f3jr,2020-01-01T03:57:06.550Z,"110km NNW of Talkeetna, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2019-12-31T22:23:22.740Z,17.9051,-66.8945,6,1.67,md,3,329,0.163,0.12,pr,pr2019365163,2020-01-02T13:15:38.195Z,"7km S of Guanica, Puerto Rico",earthquake,1.41,0.53,0.49,3,reviewed,pr,pr
2019-12-31T22:22:48.738Z,40.3338,-119.7929,9,1.3,ml,6,219.72,0.39,0.1632,nn,nn00714316,2020-01-01T02:07:36.840Z,"44km SW of Gerlach-Empire, Nevada",earthquake,,4.5,0.4,5,reviewed,nn,nn
2019-12-31T22:18:21.160Z,49.4481666666667,-120.524833333333,-0.51,2.21,ml,5,247,,0.44,uw,uw61565532,2020-01-01T06:45:27.460Z,"1km SW of Princeton, Canada",explosion,6.7,31.61,0.286841841273119,4,reviewed,uw,uw
2019-12-31T22:11:31.670Z,17.9031,-66.8503,7,3.1,md,14,218,0.0776,0.2,pr,pr2019365043,2019-12-31T23:49:41.110Z,"8km S of Indios, Puerto Rico",earthquake,0.7,0.42,0.33,12,reviewed,pr,pr
2019-12-31T22:06:36.760Z,17.9168,-66.867,6,1.84,md,5,274,0.0596,0.25,pr,pr2019365162,2020-01-02T13:15:24.563Z,"7km SE of Guanica, Puerto Rico",earthquake,1.6,0.62,0.27,5,reviewed,pr,pr
2019-12-31T22:04:19.830Z,17.9106,-66.8655,6,1.52,md,4,301,0.0659,0.14,pr,pr2019365160,2020-01-02T13:15:06.419Z,"7km SSE of Maria Antonia, Puerto Rico",earthquake,1.12,0.4,0.22,4,reviewed,pr,pr
2019-12-31T22:02:56.880Z,17.9048,-66.8861,6,3.22,md,14,221,0.0706,0.23,pr,pr2019365042,2019-12-31T23:13:04.648Z,"10km SSE of Guanica, Puerto Rico",earthquake,0.91,0.49,0.24,9,reviewed,pr,pr
2019-12-31T21:59:28.470Z,17.9015,-66.9566,7,1.37,md,3,330,0.1109,0.09,pr,pr2019365157,2020-01-02T12:45:11.997Z,"9km SSW of Guanica, Puerto Rico",earthquake,1.18,0.43,0.52,3,reviewed,pr,pr
2019-12-31T21:57:06.200Z,17.8535,-66.8883,7,1.43,md,4,302,0.1219,0.3,pr,pr2019365156,2020-01-02T12:44:55.677Z,"13km S of Guanica, Puerto Rico",earthquake,3.92,3.49,0.55,3,reviewed,pr,pr
2019-12-31T21:56:15.508Z,39.4103,-119.9064,7.9,1,ml,17,82.5,0.092,0.1273,nn,nn00714315,2020-01-01T02:07:35.548Z,"11km S of Mogul, Nevada",earthquake,,1.2,0.37,6,reviewed,nn,nn
2019-12-31T21:49:57.250Z,17.911,-66.895,6,2.16,md,7,229,0.066,0.18,pr,pr2019365155,2020-01-02T12:44:41.429Z,"6km SSE of Guanica, Puerto Rico",earthquake,1.09,0.47,0.22,6,reviewed,pr,pr
2019-12-31T21:48:44.100Z,17.9238,-66.9085,5,1.75,md,4,262,0.0591,0.3,pr,pr2019365153,2020-01-02T12:44:27.405Z,"5km S of Guanica, Puerto Rico",earthquake,2.45,0.85,0.43,4,reviewed,pr,pr
2019-12-31T21:42:49.150Z,33.2606667,-116.739,5.77,0.9,ml,35,40,0.02967,0.21,ci,ci39019095,2020-01-01T18:43:10.630Z,"3km NE of Lake Henshaw, CA",earthquake,0.25,0.62,0.108,27,reviewed,ci,ci
2019-12-31T21:42:37.635Z,62.1759,-145.5105,29.1,1.6,ml,,,,0.49,ak,ak019grzwuxf,2019-12-31T21:47:50.873Z,"7km NNE of Glennallen, Alaska",earthquake,,0.1,,,automatic,ak,ak
2019-12-31T21:42:00.730Z,36.044,-117.8685,2.95,1.07,ml,15,139,0.0403,0.1,ci,ci39019087,2020-01-01T18:42:07.304Z,"7km E of Coso Junction, CA",earthquake,0.24,0.54,0.182,17,reviewed,ci,ci
2019-12-31T21:41:31.656Z,38.4458,-118.5126,11,0.2,ml,5,179.4,0.138,0.0859,nn,nn00714314,2020-01-01T02:07:30.177Z,"13km SE of Hawthorne, Nevada",earthquake,,7.1,0,1,reviewed,nn,nn
2019-12-31T21:39:53.306Z,37.2849,-115.2595,2.9,0.8,ml,8,178.77,0.206,0.1469,nn,nn00714313,2020-01-01T02:07:28.998Z,"12km SW of Alamo, Nevada",earthquake,,14.7,0.37,5,reviewed,nn,nn
2019-12-31T21:35:29.990Z,38.8273315,-122.8131638,2.16,0.56,md,9,74,0.004613,0.01,nc,nc73321956,2019-12-31T21:46:02.826Z,"7km NW of The Geysers, CA",earthquake,0.38,0.85,,1,automatic,nc,nc
2019-12-31T21:34:33.150Z,17.9055,-66.8921,6,2.92,md,14,221,0.0708,0.19,pr,pr2019365041,2019-12-31T22:42:53.398Z,"8km SSE of Guanica, Puerto Rico",earthquake,0.82,0.39,0.31,11,reviewed,pr,pr
2019-12-31T21:34:23.500Z,19.2011662,-155.4476624,33.25,2.62,md,45,123,0.04752,0.12,hv,hv71311807,2019-12-31T21:37:38.680Z,"3km E of Pahala, Hawaii",earthquake,0.66,0.87,0.27,29,automatic,hv,hv
2019-12-31T21:34:12.600Z,51.5288333,-178.4481667,14.72,2.74,ml,12,221,,0.2,av,av62117566,2019-12-31T22:53:18.750Z,"44km SSW of Tanaga Volcano, Alaska",earthquake,1.81,2.48,0.187,13,reviewed,av,av
2019-12-31T21:33:49.520Z,38.8241653,-122.8111649,2.24,0.78,md,12,48,0.001148,0.01,nc,nc73321951,2019-12-31T21:42:02.812Z,"7km NW of The Geysers, CA",earthquake,0.41,0.62,0.1,3,automatic,nc,nc
2019-12-31T21:28:40.390Z,17.9093,-66.8715,5,1.39,md,4,297,0.0662,0.14,pr,pr2019365149,2020-01-02T12:22:10.486Z,"7km SSE of Guanica, Puerto Rico",earthquake,1.16,0.45,0.29,3,reviewed,pr,pr
2019-12-31T21:17:01.270Z,17.8846,-66.9315,8,1.65,md,3,332,0.1411,0.11,pr,pr2019365147,2020-01-02T12:21:52.620Z,"9km SSW of Guanica, Puerto Rico",earthquake,1.28,9.94,0.49,3,reviewed,pr,pr
2019-12-31T21:12:55.800Z,38.8083344,-122.7408371,-0.87,1.46,md,7,120,0.02494,0.03,nc,nc73321946,2020-01-01T01:29:03.833Z,"2km SW of Cobb, CA",earthquake,0.32,4.32,1.42,3,automatic,nc,nc
2019-12-31T21:09:23.870Z,36.1046667,-117.8458333,1.6,1.63,ml,17,79,0.01482,0.17,ci,ci39019039,2020-01-01T18:42:26.234Z,"11km NE of Coso Junction, CA",earthquake,0.32,0.31,0.216,24,reviewed,ci,ci
2019-12-31T20:54:34.600Z,37.6281662,-118.8533325,2.49,0.86,md,10,88,0.01193,0.01,nc,nc73321936,2019-12-31T20:56:12.930Z,"11km E of Mammoth Lakes, CA",earthquake,0.61,1.34,0.19,11,automatic,nc,nc
2019-12-31T20:50:11.060Z,17.902,-66.854,3,2.2,md,5,279,0.0773,0.21,pr,pr2019365168,2020-01-02T14:08:14.231Z,"9km SE of Guanica, Puerto Rico",earthquake,1.31,1.1,0.4,5,reviewed,pr,pr
2019-12-31T20:48:29.620Z,17.8773,-66.9163,7,1.54,md,3,333,0.1576,0.13,pr,pr2019365167,2020-01-02T13:57:51.848Z,"10km S of Guanica, Puerto Rico",earthquake,1.58,0.6,0.23,3,reviewed,pr,pr
2019-12-31T20:47:27.710Z,17.8795,-66.9108,6,1.67,md,3,333,0.1609,0.09,pr,pr2019365161,2020-01-02T13:57:17.800Z,"10km S of Guanica, Puerto Rico",earthquake,1.3,0.5,0.25,3,reviewed,pr,pr
2019-12-31T20:45:35.510Z,17.929,-66.8863,4,2.63,md,13,211,0.0466,0.2,pr,pr2019365159,2020-01-02T13:57:25.314Z,"5km SSE of Guanica, Puerto Rico",earthquake,0.75,0.47,0.27,9,reviewed,pr,pr
2019-12-31T20:36:14.610Z,62.2272,-150.0931,22,1.7,ml,,,,0.4,ak,ak019grza391,2019-12-31T20:40:47.728Z,"10km S of Talkeetna, Alaska",earthquake,,0.6,,,automatic,ak,ak
2019-12-31T20:34:34.110Z,37.6263333,-118.8603333,4.95,0.05,md,10,85,0.007618,0.09,nc,nc73321931,2019-12-31T21:22:02.692Z,"10km E of Mammoth Lakes, CA",earthquake,0.87,2.72,0.211,8,reviewed,nc,nc
2019-12-31T20:33:42.290Z,18.0335,-66.8373,6,2.21,md,3,310,0.0719,0.13,pr,pr2019365152,2020-01-02T14:07:30.951Z,"1km E of Yauco, Puerto Rico",earthquake,2.24,1.21,0.1,2,reviewed,pr,pr
